genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.1				Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3)	1.1.1.3	Homoserine dehydrogenase	00260	Glycine, serine and threonine metabolism
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.1				Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3)	1.1.1.3	Homoserine dehydrogenase	00270	Cysteine and methionine metabolism
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.1				Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3)	1.1.1.3	Homoserine dehydrogenase	00300	Lysine biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.1				Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3)	2.7.2.4	Aspartate kinase	00260	Glycine, serine and threonine metabolism
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.1				Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3)	2.7.2.4	Aspartate kinase	00270	Cysteine and methionine metabolism
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.1				Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3)	2.7.2.4	Aspartate kinase	00300	Lysine biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.2				Homoserine kinase (EC 2.7.1.39)	2.7.1.39	Homoserine kinase	00260	Glycine, serine and threonine metabolism
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.3				Threonine synthase (EC 4.2.3.1)	4.2.3.1	Threonine synthase	00260	Glycine, serine and threonine metabolism
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.3				Threonine synthase (EC 4.2.3.1)	4.2.3.1	Threonine synthase	00750	Vitamin B6 metabolism
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.7				Transaldolase (EC 2.2.1.2)	2.2.1.2	Transaldolase	00030	Pentose phosphate pathway
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.19				FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)	2.7.1.26	Riboflavin kinase	00740	Riboflavin metabolism
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.19				FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)	2.7.7.2	FAD synthetase	00740	Riboflavin metabolism
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.20				Isoleucyl-tRNA synthetase (EC 6.1.1.5)	6.1.1.5	Isoleucine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.26				Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	00240	Pyrimidine metabolism
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.26				Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	00250	Alanine, aspartate and glutamate metabolism
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.27				Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	00240	Pyrimidine metabolism
