genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.7	C2566_00035		tnaA	Tryptophanase (EC 4.1.99.1)	4.1.99.1	Tryptophanase	00380	Tryptophan metabolism
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.12	C2566_00060			Chromate reductase (EC 1.6.5.2)	1.6.5.2	NAD(P)H dehydrogenase (quinone)	00130	Ubiquinone and other terpenoid-quinone biosynthesis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.20	C2566_00100			6-phospho-beta-glucosidase (EC 3.2.1.86)	3.2.1.86	6-phospho-beta-glucosidase	00010	Glycolysis / Gluconeogenesis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.28	C2566_00140			Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	00250	Alanine, aspartate and glutamate metabolism
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.28	C2566_00140			Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	00520	Amino sugar and nucleotide sugar metabolism
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.29	C2566_00145		glmU	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	2.3.1.157	Glucosamine-1-phosphate N-acetyltransferase	00520	Amino sugar and nucleotide sugar metabolism
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.29	C2566_00145		glmU	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	2.7.7.23	UDP-N-acetylglucosamine diphosphorylase	00520	Amino sugar and nucleotide sugar metabolism
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.30	C2566_00150		atpC	ATP synthase epsilon chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.30	C2566_00150		atpC	ATP synthase epsilon chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.30	C2566_00150		atpC	ATP synthase epsilon chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.31	C2566_00155			ATP synthase beta chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.31	C2566_00155			ATP synthase beta chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.31	C2566_00155			ATP synthase beta chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.32	C2566_00160			ATP synthase gamma chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.32	C2566_00160			ATP synthase gamma chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.32	C2566_00160			ATP synthase gamma chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.33	C2566_00165			ATP synthase alpha chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.33	C2566_00165			ATP synthase alpha chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.33	C2566_00165			ATP synthase alpha chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.34	C2566_00170			ATP synthase delta chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
