genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
562.2286	Escherichia coli GSK202U	fig|562.2286.peg.14		VBIEscCol313225_0014		Glutathione reductase (EC 1.8.1.7)	1.8.1.7	Glutathione-disulfide reductase	00480	Glutathione metabolism
562.2286	Escherichia coli GSK202U	fig|562.2286.peg.25		VBIEscCol313225_0025		Flavin reductase (EC 1.5.1.30)	1.5.1.30	Flavin reductase (NADPH)	00740	Riboflavin metabolism
562.2286	Escherichia coli GSK202U	fig|562.2286.peg.38		VBIEscCol313225_0038		Glutamate decarboxylase (EC 4.1.1.15)	4.1.1.15	Glutamate decarboxylase	00250	Alanine, aspartate and glutamate metabolism
562.2286	Escherichia coli GSK202U	fig|562.2286.peg.38		VBIEscCol313225_0038		Glutamate decarboxylase (EC 4.1.1.15)	4.1.1.15	Glutamate decarboxylase	00410	beta-Alanine metabolism
562.2286	Escherichia coli GSK202U	fig|562.2286.peg.38		VBIEscCol313225_0038		Glutamate decarboxylase (EC 4.1.1.15)	4.1.1.15	Glutamate decarboxylase	00430	Taurine and hypotaurine metabolism
562.2286	Escherichia coli GSK202U	fig|562.2286.peg.38		VBIEscCol313225_0038		Glutamate decarboxylase (EC 4.1.1.15)	4.1.1.15	Glutamate decarboxylase	00650	Butanoate metabolism
562.2286	Escherichia coli GSK202U	fig|562.2286.peg.40		VBIEscCol313225_0040		Trehalase (EC 3.2.1.28) @ Cytoplasmic trehalase (EC 3.2.1.28)	3.2.1.28	Alpha,alpha-trehalase	00500	Starch and sucrose metabolism
562.2286	Escherichia coli GSK202U	fig|562.2286.peg.48		VBIEscCol313225_0048		2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	2.7.1.45	2-dehydro-3-deoxygluconokinase	00030	Pentose phosphate pathway
562.2286	Escherichia coli GSK202U	fig|562.2286.peg.48		VBIEscCol313225_0048		2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	2.7.1.45	2-dehydro-3-deoxygluconokinase	00040	Pentose and glucuronate interconversions
562.2286	Escherichia coli GSK202U	fig|562.2286.peg.54		VBIEscCol313225_0054		beta-1,4-glucanase (cellulase) (EC 3.2.1.4)	3.2.1.4	Cellulase	00500	Starch and sucrose metabolism
